"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Nepal","NPL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","30.03845","","","","","","","","","","49.60372","","","","","","","","","","70.05362","","","","","","","","","","84.75715","","","","","","","",
"Nauru","NRU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.28133","","","","","97.62982","","97.74373","","","","99.09432","99.15373","98.70356","98.66244","",
"Other small states","OSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","82.44817","82.62379","82.79037","83.14009","83.53296","83.95152","84.10034","84.44319","84.54835","84.70932","84.73911","84.85472","85.2195","85.62625","86.09571","86.36951","86.40441","86.87089","87.06452","87.22703","87.34652","87.50359","87.13961","86.64959","86.86088","86.17206","85.92723","86.48702","87.00716","87.58024","87.84476","88.07595","88.35816","","",
"Pakistan","PAK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","34.78335","","","","","","","","","","","","","","","","","55.33052","","","","","","","65.08658","69.1658","","71.11291","70.67627","71.25962","70.76933","72.58342","71.6362199999999","72.7954","","","","",
"Panama","PAN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.1062","","","","","","","","","","95.08678","","","","","","","","","","96.0798499999999","","","","","","","","","","97.63853","","","","","","","","",
"Peru","PER","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.1198","","","","","","","","","","","","95.36663","","","","","","","","","","","96.75563","97.12376","97.75713","97.3562199999999","","","","","98.69816","","98.97753","99.00954","98.88349","","",
"Philippines","PHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.78899","","","","","","","","","","96.57808","","","","96.03677","","","","","","95.08975","","","95.05721","","","","","97.7508","","","","","98.10835","","","","","",
"Palau","PLW","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","94.27578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.83838","","98.66444","","","",
"Papua New Guinea","PNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.67899","","","","","","","","","","67.9","","","","","","","","",
"Poland","POL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","99.79683","","","","","","","","","","99.79683","","","","","","","","","","99.79683","","","","","","","","","","99.79683","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","63.39959","64.24046","64.67185","65.3668","65.855","65.5358","65.76312","66.14409","66.5863","66.66386","67.13343","67.7068","67.66295","68.51438","66.27443","66.74343","67.20794","67.49157","68.22868","67.49649","66.78113","65.79168","65.30325","64.76237","65.35578","67.45237","68.8527","69.4862","70.48339","71.18181","71.81676","","",
"Puerto Rico","PRI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","93.7458599999999","","","","","","","","","","93.16688","","","","","","","","","","","","","","","","","","","","98.83418","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.99964","","","","","","","","","","",
"Portugal","PRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","97.94135","","","","","","","","","","99.19949","","","","","","","","","","","","","","","","","","","","99.43512","","","","","","","",
"Paraguay","PRY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","89.58786","","","","","","","","","","95.6073399999999","","","","","","","","","","","","","","","98.79446","97.96424","98.49729","98.61045","","98.17792","98.89913","98.68621","98.6536","98.4505999999999","","",
"West Bank and Gaza","PSE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0465399999999","","","","","","","98.94182","","99.09138","99.06206","99.01731","99.23326","99.24204","99.31232","99.28733","99.34833","99.36351","99.34061","99.3837099999999","","",
"Pacific island small states","PSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","89.54293","","","","","","","","","","","94.79075","","","","","","","95.92071","","","","","","","","","","","","","","",
"Romania","ROU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.10746","","","","","","","","","","97.76149","","","","","","","","","98.99569","","","","","","","",
"Russian Federation","RUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7196","","","","","","","","","","","","","99.7246","","","","","","","","99.7096","","","","","","","","",
"Rwanda","RWA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","52.26193","","","","","","","","","","","","","74.89654","","","","","","","","","77.62033","","","","","","","","","","77.34463","","82.33075","","85.0662399999999","","","","",
"South Asia","SAS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8","47.76562","48.48195","49.13255","49.74514","50.21327","50.49361","51.17301","51.73917","52.30069","52.89404","53.52376","54.16921","54.77682","56.06104","57.26704","58.21895","59.91056","61.39076","62.59971","63.78646","64.94191","65.97297","69.51747","70.78816","71.9179","72.9426","73.99097","75.16119","76.16961","77.1385","78.29386","78.70639","80.9318","81.84393","82.15633","81.81724","85.02922","85.73653","86.64746","87.48262","88.25261","","",
"Saudi Arabia","SAU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.85561","","","","","","","","95.91316","","","","95.84969","","","","","","","","","99.22177","","","","","",
"Sudan","SDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.15559","","","","","","","","65.80535","","","","","","","","","","",
"Senegal","SEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8661","","","","","","","","","","","","","","49.12449","","","","50.85166","","","65.01491","","66.03274","","55.89594","","","","69.47841","",
"Singapore","SGP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.28812","","","","","","","","","","98.9667","","","","","","","","","","99.5046","","","","","","","","","","99.75182","99.8872","99.89494","99.89861","99.90047","99.7848999999999","99.92658","","",
"Solomon Islands","SLB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.92761","","","","","","","","","57.02213","","","","","",
"El Salvador","SLV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.94664","","","","","","","","","","","","","","94.95099","93.56494","95.95747","95.02206","96.03446","96.54509","","97.2241899999999","","97.94933","98.00859","","",
"San Marino","SMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.30869","","","","","99.71982","","",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.18191","63.49917","64.14783","64.4682","65.09269","65.65581","65.73395","65.98024","66.32604","66.65061","66.75458","67.11782","67.58042","67.54142","68.24632","66.38967","66.87142","68.10044","68.49255","70.04892","68.9492","68.42251","68.44695","68.14889","68.99879","69.6363","71.51441","72.79502","73.32431","74.14565","74.74395","75.30373","","",
"South Sudan","SSD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.70228","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.18795","63.50496","64.1533","64.47342","65.09765","65.66056","65.73866","65.9848","66.3305","66.65495","66.75879","67.12189","67.58434","67.54525","68.25","66.39349","66.87515","68.10397","68.49594","70.05202","68.95229","68.42556","68.44992","68.15179","69.00154","69.63891","71.51675","72.79715","73.32631","74.14749","74.74567","75.30532","","",
"Small states","SST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.11858","86.31823","86.55047","86.60184","86.80331","86.84248","86.93023","86.93345","87.04926","87.3333","87.64658","88.00573","88.22761","88.27346","88.62896","88.78638","88.91616","89.0101","89.13057","88.84489","88.52729","88.67182","88.15022","87.9383","88.33535","88.69874","89.18064","89.37862","89.55284","89.75537","","",
"Sao Tome and Principe","STP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","82.39922","","","","","","","","","","93.84996","","","","","","","","","","95.41546","","","","","","","80.20316","","","","96.7384","","","","","","",
"Suriname","SUR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.88114","","","","99.41642","","98.37664","","97.6679","","","","","","",
"Slovak Republic","SVK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.75774","","","","","","","","","","","","","99.8","","","","","","","","","","99.8","","","","",
"Sweden","SWE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","75.45244","","","","","","","","","","83.74824","","","","","","","","","","","","","","91.86324","","","","","","","","","","93.5023","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.64999","","","","","","","98.81331","","","","","","","","99.06477","","","","","","","","98.97134","","","","","","","","",
"Syrian Arab Republic","SYR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","74.2764","","","","","","","","","","","","","","","","","","","","","95.18883","","92.45381","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.34738","","","","","","","37.55735","","","","41.67312","","","","","","","","","","","38.77242","30.79161","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","83.24676","83.37123","84.60032","85.81754","86.97509","87.99648","88.99659","89.57201","90.26723","90.88731","91.40816","92.65369","93.94659","94.09517","94.23022","94.21373","94.18498","94.12909","94.17848","94.22856","94.41958","96.65672","96.73347","96.80225","97.83544","96.94045","97.04511","97.20792","98.2063","98.28702","98.23097","98.50682","98.89564","98.86524","98.8494","98.42854","98.45503","98.47455","98.57694","98.55687","98.55658","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","97.90681","98.41541","98.43293","98.43126","98.4532","98.48229","98.4804","98.51855","98.53029","98.5638","98.59962","98.63487","98.66952","98.7084","98.73937","98.7975","98.77678","98.89757","98.92803","98.95173","98.95191","98.91773","99.03062","99.03154","99.05879","99.10032","99.37877","99.45206","99.53626","99.58386","99.623","99.64676","99.67275","99.72","","",
"Togo","TGO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.43957","","","","","","76.45294","","","81.73599","","79.88591","","","","84.29011","","","",
"Thailand","THA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.86735","","","","","","","","","","","","","","","","","","","","97.97539","","","","","98.0509","","","","","96.59757","","","98.31388","","98.14663","","","",
"Tajikistan","TJK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.70358","","","","","","","","","","","99.84706","","","","","","","","","","","","","","99.9","","","","",
"Turkmenistan","TKM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8104199999999","","","","","","","","","","","","","","","","","","","99.8","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.33914","87.34707","87.61737","87.8962","88.18726","88.36778","88.44152","88.63203","88.80557","88.98733","89.17427","89.37244","89.55992","89.75548","90.08517","90.44254","90.72744","91.37905","92.03369","92.67164","93.29616","93.91837","94.24119","94.34582","94.63964","94.83477","95.04514","95.15718","95.54357","96.30642","96.43428","96.61257","96.7015","96.90891","97.06157","97.35931","97.29957","97.72001","97.90158","97.85416","98.20024","98.26875","98.34087","","",
"Timor-Leste","TLS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5286799999999","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","55.64569","56.35529","57.05257","57.77582","58.38986","59.23533","60.0555","60.90794","61.87687","62.8801","63.79363","65.08296","66.53234","68.00502","69.61354","70.72252","72.01708","73.23047","75.74914","77.36631","78.51866","78.37672","79.33621","80.73668","81.73401","82.52821","83.0632","83.80622","84.49629","85.31984","86.26516","87.45374","88.05167","88.52762","88.47265","89.07675","89.82676","87.1123","87.38982","87.28837","88.32619","88.94504","89.17307","89.31974","89.41692","","",
"Tonga","TON","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","99.81927","","","","","","","","","","","","","","","","","","","","99.30874","","","","","","","","","","99.42476","","","","","99.4370299999999","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8","47.76562","48.48195","49.13255","49.74514","50.21327","50.49361","51.17301","51.73917","52.30069","52.89404","53.52376","54.16921","54.77682","56.06104","57.26704","58.21895","59.91056","61.39076","62.59971","63.78646","64.94191","65.97297","69.51747","70.78816","71.9179","72.9426","73.99097","75.16119","76.16961","77.1385","78.29386","78.70639","80.9318","81.84393","82.15633","81.81724","85.02922","85.73653","86.64746","87.48262","88.25261","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.18795","63.50496","64.1533","64.47342","65.09765","65.66056","65.73866","65.9848","66.3305","66.65495","66.75879","67.12189","67.58434","67.54525","68.25","66.39349","66.87515","68.10397","68.49594","70.05202","68.95229","68.42556","68.44992","68.15179","69.00154","69.63891","71.51675","72.79715","73.32631","74.14749","74.74567","75.30532","","",
"Trinidad and Tobago","TTO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.2193999999999","","","","","","","","","","99.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","74.28412","","","","","","","","","","","","","","","","","","","","94.33898","","","96.29969","96.7942599999999","","97.1717199999999","97.30444","96.865","","96.2091","","","","",
"Turkey","TUR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","80.05492","","","","","84.69108","","","","","90.90142","","","","","92.54366","","","","","","","","","","","","","","95.6035","96.11855","96.1815","96.36235","","97.80747","98.22459","98.70935","99.01602","99.22743","99.35848","99.49439","99.62136","","",
"Tuvalu","TUV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7533","","","","","","","","","","","","","","78.39605","","","","","","","","74.56052","","85.94","","","85.75514","","","",
"Uganda","UGA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.80079","","","","","","","","","","","80.79116","","","","84.06565","","","","87.40883","","83.65888","","","","","","",
"Ukraine","UKR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.80486","","","","","","","","","","","99.9697599999999","","","","","","",
"Upper middle income","UMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","84.9769","85.10992","86.07781","87.03127","87.91231","88.66088","89.42951","89.91829","90.57498","91.09845","91.59467","92.06679","93.17105","93.34436","93.63994","93.79841","93.91295","94.02766","94.14162","94.29567","94.49694","96.25724","96.33879","96.44298","97.32565","96.68433","96.85958","97.15615","97.97451","98.07091","98.12678","98.34539","98.45161","98.09634","98.09333","98.14915","98.18602","98.16554","98.19239","98.16187","98.15709","","",
"Uruguay","URY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","98.2962299999999","","","","","","","","","","98.62861","","","","","","","","","","","98.58024","","","","","","","","","","98.71252","98.75914","98.96814","98.86148","98.78419","98.8622199999999","98.95525","98.92976","98.83889","98.9276","99.15242","98.9325999999999","",
"United States","USA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.87435","","","","","","","","","","","","","100","100","100","100","","",
"St. Vincent and the Grenadines","VCT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","97.96292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.11176","","","","","","","","","95.43903","","","","","","","","","","","97.19934","","","","","","98.39878","","98.5333","","97.55916","","","","99.00763","98.75951","","",
"British Virgin Islands","VGB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","95.02512","","","","","","","","","","93.73426","","","","","","","","","","94.09706","94.83651","","","","","","","","","97.0916699999999","","","","","","","","","",
"Vanuatu","VUT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","71.8296","","","","","77.2","","","","","","","","","","86.0999999999999","","","","","","","","","","91.8","","","","","","","","","","95.3","","","","",
"World","WLD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","77.63501","77.62335","77.78921","78.28828","78.76906","79.19476","79.57776","80.03925","80.3565","80.7612","81.11212","81.43511","82.01648","82.59226","82.91188","83.23121","83.36721","83.64384","83.8158","84.00907","84.21517","84.47197","85.2827","86.03878","86.35695","86.6468","86.70152","87.19825","87.69611","88.45328","88.58608","88.74219","88.9169","89.52514","89.64604","89.68897","89.653","90.60934","90.74271","91.01559","91.18701","91.35885","","",
"Samoa","WSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0444399999999","","","","","","","","","","","","","","","","","","","","99.23566","","","","","","","",
"Kosovo","XKX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.22214","","","","","","","","","","77","","","","","","","","","","","","","","",
"South Africa","ZAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.16585","","","","","","","","","","","","","","","","93.90515","","","","","","","","","","","97.57078","","98.36509","98.64413","98.78966","98.88204","","98.8822799999999","98.95578","","","",
"Zambia","ZMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3811599999999","","","","","","","","","69.45722","","","69.08881","","","","","64.04964","","","88.71456","","","","","","","","",
"Zimbabwe","ZWE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","89.02185","","","","","","","","","","95.41136","","","","","","","","","","","","","","","","","","","90.9307","","","90.42812","","","","",
